เดือน,ยี่ห้อ,แบบรถ,รุ่นย่อย,ประเภท,จำนวน
2025-06,MG,MG HS,1.5 Turbo X,RY1,779
2025-07,MG,MG HS,,RY1,315
2025-08,MG,MG HS,1.5 Turbo X,RY1,494
2025-09,MG,MG HS,,RY1,566
2025-10,MG,MG HS,1.5 Turbo X,RY1,678
2025-11,MG,MG HS,1.5 Turbo X,RY1,259
2025-12,MG,MG HS,,RY1,447
2023-08,MG,MG VS HEV,HEV D,RY1,851
2023-09,MG,MG VS HEV,,RY1,751
2023-10,MG,MG VS HEV,,RY1,786
2023-11,MG,MG VS HEV,HEV D,RY1,758
2023-12,MG,MG VS HEV,,RY1,1385
2024-01,MG,MG VS HEV,,RY1,413
2024-02,MG,MG VS HEV,,RY1,1334
2024-03,MG,MG VS HEV,HEV D,RY1,1073
2024-04,MG,MG VS HEV,HEV D,RY1,1168
2024-05,MG,MG VS HEV,,RY1,1093
2024-06,MG,MG VS HEV,HEV D,RY1,1034
2024-07,MG,MG VS HEV,,RY1,1172
2024-08,MG,MG VS HEV,,RY1,1276
2024-09,MG,MG VS HEV,,RY1,1168
2024-10,MG,MG VS HEV,,RY1,791
2024-11,MG,MG VS HEV,HEV D,RY1,1308
2024-12,MG,MG VS HEV,,RY1,1028
2025-01,MG,MG VS HEV,HEV D,RY1,1472
2025-02,MG,MG VS HEV,HEV D,RY1,539
2025-03,MG,MG VS HEV,HEV D,RY1,832
2025-04,MG,MG VS HEV,,RY1,1376
2025-05,MG,MG VS HEV,,RY1,1569
2025-06,MG,MG VS HEV,,RY1,1013
2025-07,MG,MG VS HEV,,RY1,1423
2025-08,MG,MG VS HEV,HEV D,RY1,1130
2025-09,MG,MG VS HEV,,RY1,1400
2025-10,MG,MG VS HEV,HEV D,RY1,1102
2025-11,MG,MG VS HEV,,RY1,1548
2025-12,MG,MG VS HEV,,RY1,960
2023-01,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,1841
2023-02,MG,MG Extender,,RY3,1244
2023-03,MG,MG Extender,2.0 Giant Cab,RY3,2941
2023-04,MG,MG Extender,,RY3,1944
2023-05,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,1172
2023-06,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,2595
2023-07,MG,MG Extender,2.0 Giant Cab,RY3,2212
2023-08,MG,MG Extender,,RY3,1776
2023-09,MG,MG Extender,,RY3,2588
2023-10,MG,MG Extender,,RY3,2301
2023-11,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,1910
2023-12,MG,MG Extender,2.0 Giant Cab,RY3,933
2024-01,MG,MG Extender,,RY3,3725
2024-02,MG,MG Extender,,RY3,2018
2024-03,MG,MG Extender,,RY3,1502
2024-04,MG,MG Extender,,RY3,2248
2024-05,MG,MG Extender,,RY3,1858
2024-06,MG,MG Extender,,RY3,3150
2024-07,MG,MG Extender,,RY3,2598
2024-08,MG,MG Extender,,RY3,2282
2024-09,MG,MG Extender,,RY3,1505
2024-10,MG,MG Extender,,RY3,1604
2024-11,MG,MG Extender,2.0 Giant Cab,RY3,1835
2024-12,MG,MG Extender,,RY3,1886
2025-01,MG,MG Extender,,RY3,2629
2025-02,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,1428
2025-03,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,2230
2025-04,MG,MG Extender,2.0 Giant Cab,RY3,1237
2025-05,MG,MG Extender,2.0 Giant Cab,RY3,2612
2025-06,MG,MG Extender,,RY3,2072
2025-07,MG,MG Extender,,RY3,2837
2025-08,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,2251
2025-09,MG,MG Extender,,RY3,2252
2025-10,MG,MG Extender,,RY3,1669
2025-11,MG,MG Extender,,RY3,2252
2025-12,MG,MG Extender,2.0 Grand Tiger Double Cab,RY3,2179
2023-03,MG,MG Maxus 9,,RY1,66
2023-04,MG,MG Maxus 9,,RY1,99
2023-05,MG,MG Maxus 9,,RY1,93
2023-06,MG,MG Maxus 9,,RY1,116
2023-07,MG,MG Maxus 9,,RY1,51
2023-08,MG,MG Maxus 9,,RY1,54
2023-09,MG,MG Maxus 9,,RY1,48
2023-10,MG,MG Maxus 9,Luxury,RY1,75
2023-11,MG,MG Maxus 9,Luxury,RY1,115
2023-12,MG,MG Maxus 9,,RY1,96
2024-01,MG,MG Maxus 9,,RY1,39
2024-02,MG,MG Maxus 9,,RY1,127
2024-03,MG,MG Maxus 9,Luxury,RY1,55
2024-04,MG,MG Maxus 9,Luxury,RY1,92
2024-05,MG,MG Maxus 9,,RY1,108
2024-06,MG,MG Maxus 9,,RY1,104
2024-07,MG,MG Maxus 9,,RY1,83
2024-08,MG,MG Maxus 9,,RY1,59
2024-09,MG,MG Maxus 9,,RY1,74
2024-10,MG,MG Maxus 9,,RY1,111
2024-11,MG,MG Maxus 9,Luxury,RY1,39
2024-12,MG,MG Maxus 9,Luxury,RY1,52
2025-01,MG,MG Maxus 9,Luxury,RY1,78
2025-02,MG,MG Maxus 9,,RY1,62
2025-03,MG,MG Maxus 9,Luxury,RY1,69
2025-04,MG,MG Maxus 9,,RY1,14
2025-05,MG,MG Maxus 9,,RY1,33
2025-06,MG,MG Maxus 9,,RY1,113
2025-07,MG,MG Maxus 9,Luxury,RY1,48
2025-08,MG,MG Maxus 9,,RY1,54
2025-09,MG,MG Maxus 9,,RY1,94
2025-10,MG,MG Maxus 9,Luxury,RY1,96
2025-11,MG,MG Maxus 9,Luxury,RY1,72
2025-12,MG,MG Maxus 9,,RY1,49
2025-01,MG,MG ES,Long Range,RY1,523
2025-02,MG,MG ES,,RY1,479
2025-03,MG,MG ES,,RY1,586
2025-04,MG,MG ES,Long Range,RY1,776
2025-05,MG,MG ES,,RY1,463
2025-06,MG,MG ES,Long Range,RY1,534
2025-07,MG,MG ES,,RY1,931
2025-08,MG,MG ES,Long Range,RY1,663
2025-09,MG,MG ES,,RY1,429
2025-10,MG,MG ES,,RY1,628
2025-11,MG,MG ES,Long Range,RY1,378
2025-12,MG,MG ES,Long Range,RY1,294
2024-06,MINI,Cooper,Cooper SE,RY1,585
2024-07,MINI,Cooper,,RY1,490
2024-08,MINI,Cooper,,RY1,411
2024-09,MINI,Cooper,Cooper SE,RY1,361
2024-10,MINI,Cooper,,RY1,437
2024-11,MINI,Cooper,,RY1,552
2024-12,MINI,Cooper,,RY1,545
2025-01,MINI,Cooper,Cooper SE,RY1,341
2025-02,MINI,Cooper,,RY1,523
2025-03,MINI,Cooper,,RY1,351
2025-04,MINI,Cooper,Cooper SE,RY1,521
2025-05,MINI,Cooper,,RY1,571
2025-06,MINI,Cooper,,RY1,326
2025-07,MINI,Cooper,,RY1,608
2025-08,MINI,Cooper,,RY1,498
2025-09,MINI,Cooper,Cooper SE,RY1,414
2025-10,MINI,Cooper,,RY1,313
2025-11,MINI,Cooper,,RY1,515
2025-12,MINI,Cooper,,RY1,451
2024-06,MINI,Countryman,,RY1,330
2024-07,MINI,Countryman,,RY1,317
2024-08,MINI,Countryman,,RY1,323
2024-09,MINI,Countryman,,RY1,342
2024-10,MINI,Countryman,,RY1,279
2024-11,MINI,Countryman,,RY1,235
2024-12,MINI,Countryman,Countryman E,RY1,279
2025-01,MINI,Countryman,Countryman E,RY1,386
2025-02,MINI,Countryman,,RY1,293
2025-03,MINI,Countryman,,RY1,352
2025-04,MINI,Countryman,,RY1,386
2025-05,MINI,Countryman,,RY1,392
2025-06,MINI,Countryman,Countryman E,RY1,285
2025-07,MINI,Countryman,,RY1,301
2025-08,MINI,Countryman,,RY1,265
2025-09,MINI,Countryman,,RY1,299
2025-10,MINI,Countryman,,RY1,414
2025-11,MINI,Countryman,,RY1,358
2025-12,MINI,Countryman,,RY1,373
2023-07,Mitsubishi,Triton,,RY3,3186
2023-08,Mitsubishi,Triton,,RY3,4151
2023-09,Mitsubishi,Triton,2.4 GLX Club Cab,RY3,3638
2023-10,Mitsubishi,Triton,,RY3,3703
2023-11,Mitsubishi,Triton,2.4 Ultimate 4WD Double Cab,RY3,3387
2023-12,Mitsubishi,Triton,,RY3,1882
2024-01,Mitsubishi,Triton,2.4 GL Single Cab,RY3,3029
2024-02,Mitsubishi,Triton,,RY3,3667
2024-03,Mitsubishi,Triton,,RY3,1830
2024-04,Mitsubishi,Triton,,RY3,3965
2024-05,Mitsubishi,Triton,2.4 GLX Club Cab,RY3,4304
2024-06,Mitsubishi,Triton,,RY3,2317
2024-07,Mitsubishi,Triton,2.4 Ultimate 4WD Double Cab,RY3,3580
2024-08,Mitsubishi,Triton,,RY3,3578
2024-09,Mitsubishi,Triton,,RY3,2249
2024-10,Mitsubishi,Triton,2.4 GL Single Cab,RY3,4516
2024-11,Mitsubishi,Triton,2.4 GL Single Cab,RY3,2329
2024-12,Mitsubishi,Triton,,RY3,4221
2025-01,Mitsubishi,Triton,,RY3,3709
2025-02,Mitsubishi,Triton,2.4 GLX Club Cab,RY3,4170
2025-03,Mitsubishi,Triton,,RY3,5466
2025-04,Mitsubishi,Triton,,RY3,3636
2025-05,Mitsubishi,Triton,2.4 Ultimate 4WD Double Cab,RY3,4592
2025-06,Mitsubishi,Triton,2.4 Ultimate 4WD Double Cab,RY3,3313
2025-07,Mitsubishi,Triton,,RY3,2708
2025-08,Mitsubishi,Triton,,RY3,4809
2025-09,Mitsubishi,Triton,,RY3,4133
2025-10,Mitsubishi,Triton,,RY3,4492
2025-11,Mitsubishi,Triton,,RY3,3497
2025-12,Mitsubishi,Triton,,RY3,4428
2023-01,Mitsubishi,Pajero Sport,2.4 GT Premium 4WD,RY1,389
2023-02,Mitsubishi,Pajero Sport,,RY1,470
2023-03,Mitsubishi,Pajero Sport,2.4 GT,RY1,476
2023-04,Mitsubishi,Pajero Sport,,RY1,266
2023-05,Mitsubishi,Pajero Sport,,RY1,274
2023-06,Mitsubishi,Pajero Sport,2.4 GT Premium 4WD,RY1,497
2023-07,Mitsubishi,Pajero Sport,,RY1,397
2023-08,Mitsubishi,Pajero Sport,,RY1,318
2023-09,Mitsubishi,Pajero Sport,,RY1,326
2023-10,Mitsubishi,Pajero Sport,,RY1,297
2023-11,Mitsubishi,Pajero Sport,,RY1,311
2023-12,Mitsubishi,Pajero Sport,2.4 GT Premium 4WD,RY1,316
2024-01,Mitsubishi,Pajero Sport,2.4 GT Premium 4WD,RY1,396
2024-02,Mitsubishi,Pajero Sport,,RY1,394
2024-03,Mitsubishi,Pajero Sport,,RY1,548
2024-04,Mitsubishi,Pajero Sport,,RY1,334
2024-05,Mitsubishi,Pajero Sport,,RY1,549
2024-06,Mitsubishi,Pajero Sport,,RY1,272
2024-07,Mitsubishi,Pajero Sport,,RY1,369
2024-08,Mitsubishi,Pajero Sport,,RY1,433
2024-09,Mitsubishi,Pajero Sport,,RY1,633
2024-10,Mitsubishi,Pajero Sport,2.4 GT Premium 4WD,RY1,242
2024-11,Mitsubishi,Pajero Sport,,RY1,413
2024-12,Mitsubishi,Pajero Sport,,RY1,547
2025-01,Mitsubishi,Pajero Sport,,RY1,237
2025-02,Mitsubishi,Pajero Sport,,RY1,585
2025-03,Mitsubishi,Pajero Sport,,RY1,496
2025-04,Mitsubishi,Pajero Sport,2.4 GT Premium 4WD,RY1,334
2025-05,Mitsubishi,Pajero Sport,,RY1,407
2025-06,Mitsubishi,Pajero Sport,2.4 GT,RY1,453
2025-07,Mitsubishi,Pajero Sport,,RY1,400
2025-08,Mitsubishi,Pajero Sport,,RY1,469
2025-09,Mitsubishi,Pajero Sport,,RY1,549
2025-10,Mitsubishi,Pajero Sport,2.4 GT,RY1,394
2025-11,Mitsubishi,Pajero Sport,,RY1,286
2025-12,Mitsubishi,Pajero Sport,,RY1,557
2023-01,Mitsubishi,Xpander,1.5 GT,RY1,2208
2023-02,Mitsubishi,Xpander,,RY1,1782
2023-03,Mitsubishi,Xpander,,RY1,1479
2023-04,Mitsubishi,Xpander,,RY1,1389
2023-05,Mitsubishi,Xpander,,RY1,1430
2023-06,Mitsubishi,Xpander,,RY1,1119
2023-07,Mitsubishi,Xpander,,RY1,1337
2023-08,Mitsubishi,Xpander,1.5 GT,RY1,776
2023-09,Mitsubishi,Xpander,,RY1,870
2023-10,Mitsubishi,Xpander,1.5 GT,RY1,1347
2023-11,Mitsubishi,Xpander,,RY1,910
2023-12,Mitsubishi,Xpander,1.5 GT,RY1,991
2024-01,Mitsubishi,Xpander,,RY1,1678
2024-02,Mitsubishi,Xpander,1.6 HEV GT,RY1,1226
2024-03,Mitsubishi,Xpander,,RY1,993
2024-04,Mitsubishi,Xpander,,RY1,804
2024-05,Mitsubishi,Xpander,,RY1,1180
2024-06,Mitsubishi,Xpander,,RY1,1073
2024-07,Mitsubishi,Xpander,,RY1,1147
2024-08,Mitsubishi,Xpander,,RY1,1148
2024-09,Mitsubishi,Xpander,1.5 GT,RY1,1148
2024-10,Mitsubishi,Xpander,1.6 HEV GT,RY1,609
2024-11,Mitsubishi,Xpander,1.5 GT,RY1,1648
2024-12,Mitsubishi,Xpander,1.6 HEV GT,RY1,1024
2025-01,Mitsubishi,Xpander,1.5 GT,RY1,1001
2025-02,Mitsubishi,Xpander,,RY1,1546
2025-03,Mitsubishi,Xpander,1.5 GT,RY1,1112
2025-04,Mitsubishi,Xpander,1.5 GT,RY1,1939
2025-05,Mitsubishi,Xpander,1.6 HEV GT,RY1,1119
2025-06,Mitsubishi,Xpander,,RY1,232
2025-07,Mitsubishi,Xpander,1.6 HEV GT,RY1,1223
2025-08,Mitsubishi,Xpander,1.6 HEV GT,RY1,1829
2025-09,Mitsubishi,Xpander,1.6 HEV GT,RY1,1442
2025-10,Mitsubishi,Xpander,,RY1,605
2025-11,Mitsubishi,Xpander,,RY1,814
2025-12,Mitsubishi,Xpander,,RY1,277
2023-01,Mitsubishi,Xpander Cross,1.5 GT,RY1,962
2023-02,Mitsubishi,Xpander Cross,,RY1,665
2023-03,Mitsubishi,Xpander Cross,,RY1,960
2023-04,Mitsubishi,Xpander Cross,1.5 GT,RY1,931
2023-05,Mitsubishi,Xpander Cross,,RY1,1544
2023-06,Mitsubishi,Xpander Cross,,RY1,1674
2023-07,Mitsubishi,Xpander Cross,,RY1,782
2023-08,Mitsubishi,Xpander Cross,,RY1,1170
2023-09,Mitsubishi,Xpander Cross,,RY1,1524
2023-10,Mitsubishi,Xpander Cross,,RY1,1346
2023-11,Mitsubishi,Xpander Cross,,RY1,1216
2023-12,Mitsubishi,Xpander Cross,1.5 GT,RY1,1697
2024-01,Mitsubishi,Xpander Cross,,RY1,1049
2024-02,Mitsubishi,Xpander Cross,,RY1,1501
2024-03,Mitsubishi,Xpander Cross,,RY1,1441
2024-04,Mitsubishi,Xpander Cross,,RY1,1356
2024-05,Mitsubishi,Xpander Cross,,RY1,1176
2024-06,Mitsubishi,Xpander Cross,1.5 GT,RY1,1157
2024-07,Mitsubishi,Xpander Cross,,RY1,553
2024-08,Mitsubishi,Xpander Cross,,RY1,971
2024-09,Mitsubishi,Xpander Cross,,RY1,1309
2024-10,Mitsubishi,Xpander Cross,1.5 GT,RY1,1490
2024-11,Mitsubishi,Xpander Cross,1.5 GT,RY1,631
2024-12,Mitsubishi,Xpander Cross,,RY1,1533
2025-01,Mitsubishi,Xpander Cross,,RY1,1165
2025-02,Mitsubishi,Xpander Cross,,RY1,1694
2025-03,Mitsubishi,Xpander Cross,1.5 GT,RY1,1182
2025-04,Mitsubishi,Xpander Cross,1.5 GT,RY1,872
2025-05,Mitsubishi,Xpander Cross,,RY1,1141
2025-06,Mitsubishi,Xpander Cross,,RY1,1500
2025-07,Mitsubishi,Xpander Cross,,RY1,1027
2025-08,Mitsubishi,Xpander Cross,,RY1,1384
2025-09,Mitsubishi,Xpander Cross,,RY1,1305
2025-10,Mitsubishi,Xpander Cross,1.5 GT,RY1,1033
2025-11,Mitsubishi,Xpander Cross,1.5 GT,RY1,1085
2025-12,Mitsubishi,Xpander Cross,,RY1,1152
2023-01,Mitsubishi,Attrage,,RY1,1180
2023-02,Mitsubishi,Attrage,,RY1,792
2023-03,Mitsubishi,Attrage,,RY1,1490
2023-04,Mitsubishi,Attrage,1.2 GLS,RY1,1379
2023-05,Mitsubishi,Attrage,,RY1,1573
2023-06,Mitsubishi,Attrage,,RY1,983
2023-07,Mitsubishi,Attrage,1.2 GLS,RY1,748
2023-08,Mitsubishi,Attrage,,RY1,1870
2023-09,Mitsubishi,Attrage,,RY1,1217
2023-10,Mitsubishi,Attrage,1.2 GLS,RY1,1508
2023-11,Mitsubishi,Attrage,1.2 GLS,RY1,1126
2023-12,Mitsubishi,Attrage,,RY1,1034
2024-01,Mitsubishi,Attrage,,RY1,501
2024-02,Mitsubishi,Attrage,1.2 GLS,RY1,688
2024-03,Mitsubishi,Attrage,,RY1,943
2024-04,Mitsubishi,Attrage,,RY1,907
2024-05,Mitsubishi,Attrage,,RY1,1556
2024-06,Mitsubishi,Attrage,,RY1,1170
2024-07,Mitsubishi,Attrage,,RY1,793
2024-08,Mitsubishi,Attrage,,RY1,912
2024-09,Mitsubishi,Attrage,,RY1,1274
2024-10,Mitsubishi,Attrage,,RY1,351
2024-11,Mitsubishi,Attrage,,RY1,956
2024-12,Mitsubishi,Attrage,1.2 GLS,RY1,1461
2025-01,Mitsubishi,Attrage,1.2 GLS,RY1,1370
2025-02,Mitsubishi,Attrage,,RY1,1218
2025-03,Mitsubishi,Attrage,,RY1,1575
2025-04,Mitsubishi,Attrage,1.2 GLS,RY1,460
2025-05,Mitsubishi,Attrage,1.2 GLS,RY1,1905
2025-06,Mitsubishi,Attrage,1.2 GLS,RY1,1211
2025-07,Mitsubishi,Attrage,,RY1,1386
2025-08,Mitsubishi,Attrage,,RY1,1090
2025-09,Mitsubishi,Attrage,,RY1,1804
2025-10,Mitsubishi,Attrage,,RY1,1662
2025-11,Mitsubishi,Attrage,,RY1,1992
2025-12,Mitsubishi,Attrage,,RY1,1126
2023-01,Mitsubishi,Mirage,,RY1,355
2023-02,Mitsubishi,Mirage,,RY1,128
2023-03,Mitsubishi,Mirage,1.2 GLS,RY1,332
2023-04,Mitsubishi,Mirage,,RY1,325
2023-05,Mitsubishi,Mirage,,RY1,176
2023-06,Mitsubishi,Mirage,,RY1,230
2023-07,Mitsubishi,Mirage,,RY1,338
2023-08,Mitsubishi,Mirage,,RY1,164
2023-09,Mitsubishi,Mirage,,RY1,296
2023-10,Mitsubishi,Mirage,1.2 GLS,RY1,213
2023-11,Mitsubishi,Mirage,,RY1,313
2023-12,Mitsubishi,Mirage,1.2 GLS,RY1,149
2024-01,Mitsubishi,Mirage,,RY1,125
2024-02,Mitsubishi,Mirage,1.2 GLS,RY1,242
2024-03,Mitsubishi,Mirage,1.2 GLS,RY1,175
2024-04,Mitsubishi,Mirage,,RY1,283
2024-05,Mitsubishi,Mirage,,RY1,290
2024-06,Mitsubishi,Mirage,,RY1,185
2024-07,Mitsubishi,Mirage,,RY1,353
2024-08,Mitsubishi,Mirage,,RY1,133
2024-09,Mitsubishi,Mirage,1.2 GLS,RY1,131
2024-10,Mitsubishi,Mirage,,RY1,245
2024-11,Mitsubishi,Mirage,,RY1,124
2024-12,Mitsubishi,Mirage,1.2 GLS,RY1,226
2025-01,Mitsubishi,Mirage,,RY1,115
2025-02,Mitsubishi,Mirage,,RY1,232
2025-03,Mitsubishi,Mirage,,RY1,273
2025-04,Mitsubishi,Mirage,1.2 GLS,RY1,289
2025-05,Mitsubishi,Mirage,,RY1,220
2025-06,Mitsubishi,Mirage,,RY1,157
2025-07,Mitsubishi,Mirage,,RY1,79
2025-08,Mitsubishi,Mirage,1.2 GLS,RY1,87
2025-09,Mitsubishi,Mirage,,RY1,319
2025-10,Mitsubishi,Mirage,1.2 GLS,RY1,147
2025-11,Mitsubishi,Mirage,,RY1,255
2025-12,Mitsubishi,Mirage,,RY1,341
2024-01,Mitsubishi,Xforce,,RY1,1729
2024-02,Mitsubishi,Xforce,,RY1,1719
2024-03,Mitsubishi,Xforce,,RY1,1681
2024-04,Mitsubishi,Xforce,,RY1,1225
2024-05,Mitsubishi,Xforce,,RY1,2188
2024-06,Mitsubishi,Xforce,,RY1,1465
2024-07,Mitsubishi,Xforce,,RY1,1043
2024-08,Mitsubishi,Xforce,1.5 Ultimate,RY1,1479
2024-09,Mitsubishi,Xforce,,RY1,1529
2024-10,Mitsubishi,Xforce,,RY1,1507
2024-11,Mitsubishi,Xforce,1.5 Ultimate,RY1,2144
2024-12,Mitsubishi,Xforce,1.5 Ultimate,RY1,1263
2025-01,Mitsubishi,Xforce,1.5 Ultimate,RY1,1165
2025-02,Mitsubishi,Xforce,,RY1,1611
2025-03,Mitsubishi,Xforce,,RY1,1649
2025-04,Mitsubishi,Xforce,,RY1,2195
2025-05,Mitsubishi,Xforce,1.5 Ultimate,RY1,1745
2025-06,Mitsubishi,Xforce,,RY1,1953
2025-07,Mitsubishi,Xforce,1.5 Ultimate,RY1,1873
2025-08,Mitsubishi,Xforce,,RY1,2136
2025-09,Mitsubishi,Xforce,,RY1,1811
2025-10,Mitsubishi,Xforce,1.5 Ultimate,RY1,1384
2025-11,Mitsubishi,Xforce,,RY1,2268
2025-12,Mitsubishi,Xforce,1.5 Ultimate,RY1,1638
2023-01,Neta,Neta V,,RY1,64
2023-02,Neta,Neta V,,RY1,85
2023-03,Neta,Neta V,,RY1,59
2023-04,Neta,Neta V,,RY1,67
2023-05,Neta,Neta V,,RY1,41
2023-06,Neta,Neta V,,RY1,108
2023-07,Neta,Neta V,,RY1,94
2023-08,Neta,Neta V,,RY1,85
2023-09,Neta,Neta V,Standard,RY1,60
2023-10,Neta,Neta V,,RY1,106
2023-11,Neta,Neta V,,RY1,92
2023-12,Neta,Neta V,,RY1,88
2024-01,Neta,Neta V,Standard,RY1,73
2024-02,Neta,Neta V,Standard,RY1,134
2024-03,Neta,Neta V,Standard,RY1,107
2024-04,Neta,Neta V,,RY1,99
2024-05,Neta,Neta V,,RY1,78
2024-06,Neta,Neta V,Standard,RY1,104
2024-07,Neta,Neta V,Standard,RY1,107
2024-08,Neta,Neta V,,RY1,61
2024-09,Neta,Neta V,Standard,RY1,83
2024-10,Neta,Neta V,,RY1,71
2024-11,Neta,Neta V,,RY1,111
2024-12,Neta,Neta V,,RY1,104
2025-01,Neta,Neta V,,RY1,95
2025-02,Neta,Neta V,,RY1,81
2025-03,Neta,Neta V,,RY1,131
2025-04,Neta,Neta V,Standard,RY1,107
2025-05,Neta,Neta V,,RY1,126
2025-06,Neta,Neta V,Standard,RY1,98
2025-07,Neta,Neta V,,RY1,130
2025-08,Neta,Neta V,Standard,RY1,126
2025-09,Neta,Neta V,,RY1,119
2025-10,Neta,Neta V,Standard,RY1,104
2025-11,Neta,Neta V,,RY1,113
2025-12,Neta,Neta V,,RY1,117
2024-06,Neta,Neta X,,RY1,291
2024-07,Neta,Neta X,,RY1,330
2024-08,Neta,Neta X,,RY1,209
2024-09,Neta,Neta X,,RY1,327
2024-10,Neta,Neta X,,RY1,302
2024-11,Neta,Neta X,,RY1,347
2024-12,Neta,Neta X,Smart,RY1,374
2025-01,Neta,Neta X,,RY1,162
2025-02,Neta,Neta X,,RY1,545
2025-03,Neta,Neta X,,RY1,516
2025-04,Neta,Neta X,Smart,RY1,321
2025-05,Neta,Neta X,Smart,RY1,183
2025-06,Neta,Neta X,,RY1,443
2025-07,Neta,Neta X,,RY1,145
2025-08,Neta,Neta X,,RY1,255
2025-09,Neta,Neta X,,RY1,411
2025-10,Neta,Neta X,,RY1,284
2025-11,Neta,Neta X,,RY1,219
2025-12,Neta,Neta X,,RY1,209
2023-01,Nissan,Almera,,RY1,1085
2023-02,Nissan,Almera,,RY1,910
2023-03,Nissan,Almera,,RY1,629
2023-04,Nissan,Almera,,RY1,919
2023-05,Nissan,Almera,,RY1,853
2023-06,Nissan,Almera,1.0 Turbo VL,RY1,571
2023-07,Nissan,Almera,,RY1,652
2023-08,Nissan,Almera,1.0 Turbo VL,RY1,935
2023-09,Nissan,Almera,1.0 Turbo VL,RY1,879
2023-10,Nissan,Almera,,RY1,682
2023-11,Nissan,Almera,,RY1,767
2023-12,Nissan,Almera,,RY1,532
2024-01,Nissan,Almera,,RY1,668
2024-02,Nissan,Almera,,RY1,438
2024-03,Nissan,Almera,,RY1,522
2024-04,Nissan,Almera,,RY1,657
2024-05,Nissan,Almera,,RY1,690
2024-06,Nissan,Almera,,RY1,426
2024-07,Nissan,Almera,1.0 Turbo VL,RY1,785
2024-08,Nissan,Almera,,RY1,499
2024-09,Nissan,Almera,,RY1,773
2024-10,Nissan,Almera,1.0 Turbo VL,RY1,557
2024-11,Nissan,Almera,,RY1,251
2024-12,Nissan,Almera,,RY1,211
2025-01,Nissan,Almera,1.0 Turbo VL,RY1,460
2025-02,Nissan,Almera,,RY1,602
2025-03,Nissan,Almera,1.0 Turbo VL,RY1,328
2025-04,Nissan,Almera,1.0 Turbo VL,RY1,776
2025-05,Nissan,Almera,1.0 Turbo VL,RY1,552
2025-06,Nissan,Almera,1.0 Turbo VL,RY1,648
2025-07,Nissan,Almera,1.0 Turbo VL,RY1,413
2025-08,Nissan,Almera,,RY1,439
2025-09,Nissan,Almera,,RY1,361
2025-10,Nissan,Almera,1.0 Turbo VL,RY1,839
2025-11,Nissan,Almera,,RY1,304
2025-12,Nissan,Almera,1.0 Turbo VL,RY1,270
2023-01,Nissan,Kicks e-Power,,RY1,798
2023-02,Nissan,Kicks e-Power,,RY1,788
2023-03,Nissan,Kicks e-Power,,RY1,436
2023-04,Nissan,Kicks e-Power,,RY1,914
2023-05,Nissan,Kicks e-Power,,RY1,895
2023-06,Nissan,Kicks e-Power,,RY1,788
2023-07,Nissan,Kicks e-Power,,RY1,750
2023-08,Nissan,Kicks e-Power,,RY1,734
2023-09,Nissan,Kicks e-Power,,RY1,626
2023-10,Nissan,Kicks e-Power,,RY1,985
2023-11,Nissan,Kicks e-Power,,RY1,310
2023-12,Nissan,Kicks e-Power,e-Power VL,RY1,718
2024-01,Nissan,Kicks e-Power,e-Power VL,RY1,998
2024-02,Nissan,Kicks e-Power,,RY1,936
2024-03,Nissan,Kicks e-Power,,RY1,468
2024-04,Nissan,Kicks e-Power,e-Power VL,RY1,895
2024-05,Nissan,Kicks e-Power,e-Power VL,RY1,720
2024-06,Nissan,Kicks e-Power,,RY1,577
2024-07,Nissan,Kicks e-Power,,RY1,605
2024-08,Nissan,Kicks e-Power,e-Power VL,RY1,784
2024-09,Nissan,Kicks e-Power,,RY1,874
2024-10,Nissan,Kicks e-Power,,RY1,860
2024-11,Nissan,Kicks e-Power,e-Power VL,RY1,990
2024-12,Nissan,Kicks e-Power,,RY1,834
2025-01,Nissan,Kicks e-Power,e-Power VL,RY1,464
2025-02,Nissan,Kicks e-Power,,RY1,968
2025-03,Nissan,Kicks e-Power,,RY1,622
2025-04,Nissan,Kicks e-Power,e-Power VL,RY1,746
2025-05,Nissan,Kicks e-Power,,RY1,935
2025-06,Nissan,Kicks e-Power,,RY1,658
2025-07,Nissan,Kicks e-Power,,RY1,589
2025-08,Nissan,Kicks e-Power,,RY1,812
2025-09,Nissan,Kicks e-Power,e-Power VL,RY1,806
2025-10,Nissan,Kicks e-Power,e-Power VL,RY1,1209
2025-11,Nissan,Kicks e-Power,,RY1,1174
2025-12,Nissan,Kicks e-Power,,RY1,963
2023-01,Nissan,Navara,,RY3,1730
2023-02,Nissan,Navara,,RY3,1572
2023-03,Nissan,Navara,,RY3,774
2023-04,Nissan,Navara,2.5 S Single Cab,RY3,1933
2023-05,Nissan,Navara,,RY3,1740
2023-06,Nissan,Navara,2.5 S Single Cab,RY3,2024
2023-07,Nissan,Navara,,RY3,1500
2023-08,Nissan,Navara,,RY3,1999
